,name,existence,Gas,Electricity,water
25493,Empiregas of Marshfield,0.0,Empiregas of Marshfield,,
25494,Empiregas Of Marshfield,0.0,Empiregas Of Marshfield,,
25495,EMS Energy,0.0,,,
25496,Endeavor Energy Resoruces,0.0,,,
25497,Endorph N Gas,0.0,Endorph N Gas,,
25498,Energy Blue Tip Missouri,0.0,,,
25499,Energy Connect Group,0.0,,,
25500,Energy Insights Online,0.0,,,
25501,Energy Stream,0.0,,,
25502,En-gedi Spring Water,0.0,,,En-gedi Spring Water
25503,En-Gedi Spring Water,0.0,,,En-Gedi Spring Water
25504,"Engineer Building Insp, Water Department",0.0,,,"Engineer Building Insp, Water Department"
25505,Engineered Environmental Prods,0.0,,,
25506,Enon Lcke Stn Curtis Water Association,0.0,,,Enon Lcke Stn Curtis Water Association
25507,Enron Energy Services,0.0,,,
25508,Entergy GSU,0.0,,,
25509,Entergy Nuclear 1,0.0,,,
25510,Entex Gas,0.0,Entex Gas,,
25511,Environmental Power Co.,0.0,,,
25512,Epn Alabama Intrastat,0.0,,,
25513,Equipment Builder and Power Provider,0.0,,,
25514,Erg Resources,0.0,,,
25515,Er-hal,0.0,,,
25516,Erndor Corporation,0.0,,,
25517,Esot,0.0,,,
25518,Esperanza Gas Transmission,0.0,Esperanza Gas Transmission,,
25519,Estrada's Electric,0.0,,Estrada's Electric,
25520,Ettrick Village of - Water Sewer & Utilities,0.0,,,Ettrick Village of - Water Sewer & Utilities
25521,European Water Works,0.0,,,European Water Works
25522,Evergreen Park Water Systems,0.0,,,Evergreen Park Water Systems
25523,Excel Water Technology Inc.,0.0,,,Excel Water Technology Inc.
25524,Exel Electric Company,0.0,,Exel Electric Company,
25525,Exelon Capital Partners,0.0,,,
25526,Exelon Services,0.0,,,
25527,Exelon Shc,0.0,,,
25528,F S Water & More,0.0,,,F S Water & More
25529,Fabsave,0.0,,,
25530,Factory Direct Water Systems,0.0,,,Factory Direct Water Systems
25531,Fairfax Loudoun Pump & Well,0.0,,,
25532,Fairways Utilities Services,0.0,,,
25533,Faison Water Department,0.0,,,Faison Water Department
25534,Falcon Gas Limited,0.0,Falcon Gas Limited,,
25535,Fallen Oak Water System,0.0,,,Fallen Oak Water System
25536,Famous Fuel Oil Co.,0.0,Famous Fuel Oil Co.,,
25537,Fargo City Water Department,0.0,,,Fargo City Water Department
25538,Farmers Irrigation Dst Off,0.0,,,Farmers Irrigation Dst Off
25539,Farmington Water Co.,0.0,,,Farmington Water Co.
25540,Featly Group,0.0,,,
25541,Fennville Water Tower,0.0,,,Fennville Water Tower
25542,Fenway Land,0.0,,,
25543,Ferguson Jennifer,0.0,,,
25544,Ferrell & Lynch Oil Co.,0.0,Ferrell & Lynch Oil Co.,,
25545,Ferrell Gas Refined Fuel Division,0.0,Ferrell Gas Refined Fuel Division,,
25546,Fidelia Communications,0.0,,,
25547,"Financial Management, Tidelands Accounting",0.0,,,
25548,Firelands Propane,0.0,,,
25549,First Choice Electric Co Lllc,0.0,,First Choice Electric Co Lllc,
25550,First Choice Power - Olney Office,0.0,,,
25551,First Choice Water System,0.0,,,First Choice Water System
25552,First Utility Dist Hawkins,0.0,,,
25553,Flashlight Technologies,0.0,,,
25554,Flexiable Wire And Cable,0.0,,,
25555,Flint Twp Treasurer,0.0,,,
25556,Floodblasters,0.0,,,
25557,Florida Light,0.0,,,
25558,Florida Underground,0.0,,,
25559,Flowtronex-Psi,0.0,,,
25560,Flyin R Electric,0.0,,Flyin R Electric,
25561,Flying J Petro Gas Plant,0.0,Flying J Petro Gas Plant,,
25562,Fmus Water Dist Heat,0.0,,,Fmus Water Dist Heat
25563,Fontana Water Company Div Of San Gabriel Valley Water,0.0,,,Fontana Water Company Div Of San Gabriel Valley Water
25564,Ford's Electric Company,0.0,,Ford's Electric Company,
25565,Forest Green Waste,0.0,,,
25566,Forest Lakes Metropolitan Dst,0.0,,,
25567,Fort Pierce Farms Water Control,0.0,,,Fort Pierce Farms Water Control
25568,Fort Seldon Water Co.,0.0,,,Fort Seldon Water Co.
25569,Fort Sumner Irrigation Dst,0.0,,,Fort Sumner Irrigation Dst
25570,Fosser Electric Company,0.0,,Fosser Electric Company,
25571,Foster Willie Water Co.,0.0,,,Foster Willie Water Co.
25572,Four Dam Pool Power Agency,0.0,,,
25573,Fpl Energy Operating Services,0.0,,,
25574,FQ Energy Services,0.0,,,
25575,Fractionation Technology,0.0,,,
25576,Frank A Mc Bride Co The Plumbing,0.0,,,
25577,Frank Balzano Irrigation Plus,0.0,,,Frank Balzano Irrigation Plus
25578,Fraser Sanitation District,0.0,,,
25579,Freestate Electric Co.,0.0,,Freestate Electric Co.,
25580,Freeway International Company,0.0,,,
25581,Fresh Environment - Water Damage Restoration Service in San Ramon,0.0,,,Fresh Environment - Water Damage Restoration Service in San Ramon
25582,Fresno Slough Water District,0.0,,,Fresno Slough Water District
25583,Frizzell's Plumbing Company,0.0,,,
25584,Fruitdale Water System,0.0,,,Fruitdale Water System
25585,Fruitland Domestic Water Co.,0.0,,,Fruitland Domestic Water Co.
25586,Ft Bend Water Dist No 2,0.0,,,Ft Bend Water Dist No 2
25587,Fugal Niels Sons Co.,0.0,,,
25588,Fulton Irrigation Ditch Co.,0.0,,,Fulton Irrigation Ditch Co.
25589,Funk Manufacturing Co.,0.0,,,
25590,Fw Webb Beverly Norton Fw Webb Beverly Norton,0.0,,,
25591,G & M Pallets Recycling,0.0,,,
25592,G & W Water Supply Corporation,0.0,,,G & W Water Supply Corporation
25593,G J Services,0.0,,,
25594,Gailliot Clem,0.0,,,
25595,Galli Square Assoc,0.0,,,
25596,Galloway Irrigation,0.0,,,Galloway Irrigation
25597,Galvan's Construction,0.0,,,
25598,Garcia & Son Electric Contrs,0.0,,Garcia & Son Electric Contrs,
25599,Garden Tank Supply,0.0,,,
25600,Gardner Water Department,0.0,,,Gardner Water Department
25601,Garrett Avaiation,0.0,,,
25602,Garverdale Water Co.,0.0,,,Garverdale Water Co.
25603,Garvins Cabling Services,0.0,,,
25604,Gary Electrical Co.,0.0,,Gary Electrical Co.,
25605,Gary Hyde,0.0,,,
25606,Gas & Supply-Shreveport,0.0,Gas & Supply-Shreveport,,
25607,GAS Access Service,0.0,,,
25608,Gas and Water Co Penna,0.0,Gas and Water Co Penna,,Gas and Water Co Penna
25609,Gas Assurance Plus,0.0,Gas Assurance Plus,,
25610,Gas CO Inc.,0.0,Gas CO Inc.,,
25611,Gas Co Lin,0.0,Gas Co Lin,,
25612,GAS Co.,0.0,,,
25613,Gas Connections,0.0,Gas Connections,,
25614,Gas Department 1323,0.0,Gas Department 1323,,
25615,Gas Ford-City of Fultondale,0.0,Gas Ford-City of Fultondale,,
25616,Gas Man 283,0.0,Gas Man 283,,
25617,Gas Measurements & Integration Services,0.0,Gas Measurements & Integration Services,,
25618,Gas N Go Oil Co.,0.0,Gas N Go Oil Co.,,
25619,Gas N Pak,0.0,Gas N Pak,,
25620,Gas Processing Tech Group,0.0,Gas Processing Tech Group,,
25621,Gas Product Supply,0.0,Gas Product Supply,,
25622,Gas Recovery Service Of Ill,0.0,Gas Recovery Service Of Ill,,
25623,Gas Transmission Northwest CRP,0.0,Gas Transmission Northwest CRP,,
25624,Gascard Stations,0.0,Gascard Stations,,
25625,Gasco Distribution System Gas Co.,0.0,Gasco Distribution System Gas Co.,,
25626,Gasco Distribution Systems of Wv,0.0,Gasco Distribution Systems of Wv,,
25627,Gaseteria Kan Group,0.0,Gaseteria Kan Group,,
25628,Gate City Sewer Office,0.0,,,Gate City Sewer Office
25629,Gate City Treasurer's Office,0.0,,,
25630,Gator Water & Wastewater Management,0.0,,,Gator Water & Wastewater Management
25631,Gautier Regional Wwtp,0.0,,,
25632,Gb Marketech,0.0,,,
25633,General Power and Control Corporation,0.0,,,
25634,General Power Co.,0.0,,,
25635,Genesse County Water Service,0.0,,,Genesse County Water Service
25636,Gentry Water Department,0.0,,,Gentry Water Department
25637,Georgia Community Water,0.0,,,Georgia Community Water
25638,Gesundheit Natural Health,0.0,,,
25639,Getty Natural Gas Corporation,0.0,Getty Natural Gas Corporation,,
25640,Gibbsville Sanitary District,0.0,,,
25641,Gil Edelman,0.0,,,
25642,Gill Water Supply,0.0,,,Gill Water Supply
25643,Gimco Gas & Balloon Co.,0.0,Gimco Gas & Balloon Co.,,
25644,Glacial Energy Of Texas,0.0,,,
25645,Glasgow Water Department,0.0,,,Glasgow Water Department
25646,Glen Acres Water Cooperative,0.0,,,Glen Acres Water Cooperative
25647,Global Crossing Telecomm,0.0,,,
25648,Global Sun Power,0.0,,,
25649,Globallink Communications,0.0,,,
25650,Glock Doctor,0.0,,,
25651,Glynn County Water Department,0.0,,,Glynn County Water Department
25652,Goal Line Partnership,0.0,,,
25653,Goldberg Co Pro-A-V,0.0,,,
25654,Golden Energy Technology,0.0,,,
25655,Gomez and Gomez,0.0,,,
25656,Good Neighbor Gas Co Inc.,0.0,Good Neighbor Gas Co Inc.,,
25657,Goss Utility Co.,0.0,,,
25658,Goss Water Assoc,0.0,,,Goss Water Assoc
25659,Graettinger Municipal Gas System,0.0,Graettinger Municipal Gas System,,
25660,Grafton Water Works,0.0,,,Grafton Water Works
25661,Grand Lakes Mud 4,0.0,,,
25662,"Graniterock, San Jose Recycling Center, Baserock Sales",0.0,,,
25663,Grant City Water Department,0.0,,,Grant City Water Department
25664,Graybar Electric Company Elec Supplies,0.0,,Graybar Electric Company Elec Supplies,
25665,Grays Harbor Water Dist No 1,0.0,,,Grays Harbor Water Dist No 1
25666,Great Lakes Power & Gas,0.0,Great Lakes Power & Gas,,
25667,Great Northern Contractors Inc.,0.0,,,
25668,Great Plains Natural Gas,0.0,Great Plains Natural Gas,,
25669,Great Southern California Electric,0.0,,Great Southern California Electric,
25670,Greater Ramsey Water Dist,0.0,,,Greater Ramsey Water Dist
25671,Greater Swisher Industrial Foundation,0.0,,,
25672,Greeley Irrigation Co.,0.0,,,Greeley Irrigation Co.
25673,Green Bay Water Department,0.0,,,Green Bay Water Department
25674,Green Energy Sustainable Solutions,0.0,,,
25675,Green Planet Power Solutions,0.0,,,
25676,Green Power Co.,0.0,,,
25677,Green Power Energy Holdings,0.0,,,
25678,Green Power Partners I,0.0,,,
25679,Green River Gas Co Shop,0.0,Green River Gas Co Shop,,
25680,Green Tower Projects,0.0,,,
25681,Greenbriar Water Plant,0.0,,,Greenbriar Water Plant
25682,"Greene County - Sewer and Water Maintenance Division, Public Works, Sanitary Engineering",0.0,,,"Greene County - Sewer and Water Maintenance Division, Public Works, Sanitary Engineering"
25683,Greer and Associates,0.0,,,
25684,Greer Commission of Public Works,0.0,,,
25685,Grenola Water Plant,0.0,,,Grenola Water Plant
25686,Greystone Electrical Corporation,0.0,,Greystone Electrical Corporation,
25687,Griffiss Utilities Services Corporation,0.0,,,
25688,Griffith Electric Co.,0.0,,Griffith Electric Co.,
25689,Group Db Energy,0.0,,,
25690,Guardian Waterproofing,0.0,,,Guardian Waterproofing
25691,Gulf Coast Electric Co-op,0.0,,Gulf Coast Electric Co-op,
25692,Gulf South Pipeline Coushatta Meter Station,0.0,,,
25693,Gulf States Oil Co.,0.0,Gulf States Oil Co.,,
25694,Gulf Utility Services,0.0,,,
25695,Gunter Rural Water Supply Company,0.0,,,Gunter Rural Water Supply Company
25696,Guste Island Utility Company,0.0,,,
25697,H & L Gas Co.,0.0,H & L Gas Co.,,
25698,H Gas,0.0,H Gas,,
25699,H S Fish Electric Co.,0.0,,H S Fish Electric Co.,
25700,H2xop,0.0,,,
25701,H2Xop,0.0,,,
25702,Hadson Gas Systems,0.0,Hadson Gas Systems,,
25703,Hall's Water,0.0,,,Hall's Water
25704,Halron Oil Co.,0.0,Halron Oil Co.,,
25705,Hal-tec Network Sf,0.0,,,
25706,Hamburg Township Waste Water,0.0,,,Hamburg Township Waste Water
25707,Hamilton Bottled Water Service,0.0,,,Hamilton Bottled Water Service
25708,Hamlin and Associates,0.0,,,
25709,"Hamlin Town of, Municipal Offices, Highway Department",0.0,,,
25710,Hancock Water Department,0.0,,,Hancock Water Department
25711,Hanger Project,0.0,,,
25712,Hanover Energy Company,0.0,,,
25713,Hanover Speaks Plant,0.0,,,
25714,Hansen Utilities,0.0,,,
25715,Haralson County Water Auth,0.0,,,Haralson County Water Auth
25716,Harbor Beach Water Works,0.0,,,Harbor Beach Water Works
25717,Hardeman Water District,0.0,,,Hardeman Water District
25718,Hardin County Water Dist,0.0,,,Hardin County Water Dist
25719,Hardin Hilltop Wind,0.0,,,
25720,Harkers Island Electric Mbrshp,0.0,,Harkers Island Electric Mbrshp,
25721,Harkers Island Water & Sewage,0.0,,,Harkers Island Water & Sewage
25722,Harriman Water Department,0.0,,,Harriman Water Department
25723,Harrington Oil Company,0.0,Harrington Oil Company,,
25724,Harris County Mud 341,0.0,,,
25725,Harris Energy Company,0.0,,,
25726,Harrison Twp Treatment Plant,0.0,,,
25727,Harrisville Water Department,0.0,,,Harrisville Water Department
25728,Harter's Trash and Recycling,0.0,,,
25729,Hartford Electric Light Co.,0.0,,Hartford Electric Light Co.,
25730,Hasso Oil Company,0.0,Hasso Oil Company,,
25731,Hat Creek Water Company,0.0,,,Hat Creek Water Company
25732,Haumann Bill Electric,0.0,,Haumann Bill Electric,
25733,Havasu Water Company,0.0,,,Havasu Water Company
25734,Havelock Grocery,0.0,,,
25735,Hawley Water Company,0.0,,,Hawley Water Company
25736,Hazlet Twp Sewerage Authority,0.0,,,Hazlet Twp Sewerage Authority
25737,Hccid 9,0.0,,,
25738,Headrick Electric Co.,0.0,,Headrick Electric Co.,
25739,Heartland Rural Cooperative Inc.,0.0,,,
25740,Heffington Electric Inc.,0.0,,Heffington Electric Inc.,
25741,Heins Oil Co.,0.0,Heins Oil Co.,,
25742,Hennen Construction Co.,0.0,,,
25743,Herbert Oeser Bottled Gas,0.0,Herbert Oeser Bottled Gas,,
25744,HI Tech Irrigation,0.0,,,HI Tech Irrigation
25745,Hickey Electric Co.,0.0,,Hickey Electric Co.,
25746,Hickory Water District,0.0,,,Hickory Water District
25747,Hide A Way Bay Water Co.,0.0,,,Hide A Way Bay Water Co.
25748,Higganum Electric Co.,0.0,,Higganum Electric Co.,
25749,Higher Ground Enterprise,0.0,,,
25750,Highland Lakes Water Works,0.0,,,Highland Lakes Water Works
25751,Highland Rim Energy,0.0,,,
25752,Hignell & Hignell Painting,0.0,,,
25753,Hilcorpy Energy Company,0.0,,,
25754,Hills Water Treatment,0.0,,,Hills Water Treatment
25755,Hiwanee Water Association,0.0,,,Hiwanee Water Association
25756,Hiwassee Water Cooperative,0.0,,,Hiwassee Water Cooperative
25757,Hkg Enterprises Inc.,0.0,,,
25758,HOE Water Supply,0.0,,,HOE Water Supply
25759,Hoernemann Oil Co.,0.0,Hoernemann Oil Co.,,
25760,Hogan Water,0.0,,,Hogan Water
25761,Holiday Acres Water Association,0.0,,,Holiday Acres Water Association
25762,Holiday Water Co.,0.0,,,Holiday Water Co.
25763,Holiday Water Service Inc.,0.0,,,Holiday Water Service Inc.
25764,Holland Township Water & Sewer,0.0,,,Holland Township Water & Sewer
25765,Holliday Water Co.,0.0,,,Holliday Water Co.
25766,Hollidaysburg Sewer Billing,0.0,,,Hollidaysburg Sewer Billing
25767,Home Fuel Oil Co Of Englewood,0.0,Home Fuel Oil Co Of Englewood,,
25768,Home Town Fuel Service,0.0,,,
25769,Honey Lake Power Fuels Office,0.0,,,
25770,Horizon Energy Services of Texas,0.0,,,
25771,Hot Spring County Water Assoc,0.0,,,Hot Spring County Water Assoc
25772,Hotsystem,0.0,,,
25773,Houston Fluids & Leasing,0.0,,,
25774,Houston Industries Energy,0.0,,,
25775,Howell Substation,0.0,,,
25776,Howell Township of - Water and Sewer Department,0.0,,,Howell Township of - Water and Sewer Department
25777,Hub Water Co.,0.0,,,Hub Water Co.
25778,Hudson Water Works,0.0,,,Hudson Water Works
25779,Humboldt Plant,0.0,,,
25780,Huron Energy Company,0.0,,,
25781,Huron Twp Water Department,0.0,,,Huron Twp Water Department
25782,Hydaker Wheat Lake,0.0,,,
25783,Hydro Fc,0.0,,,
25784,Hydro Links,0.0,,,
25785,Hydro Tech Genrtr Repair Plus,0.0,,,
25786,Hydrogage,0.0,,,
25787,Hydroscience Associates,0.0,,,
25788,I.S. Technologies,0.0,,,
25789,Iae Truckhaven I,0.0,,,
25790,Icon Gas Services,0.0,Icon Gas Services,,
25791,Idaho Mountain Water,0.0,,,Idaho Mountain Water
25792,Idc Energy Investments,0.0,,,
25793,Ideal Oil Co.,0.0,Ideal Oil Co.,,
25794,IDS Controls,0.0,,,
25795,I-Energy,0.0,,,
25796,Iesi NY - Varick Street Transfer Station,0.0,,,
25797,Iid Water,0.0,,,Iid Water
25798,Ilinols Power Co.,0.0,,,
25799,Illinois American Water Comapny,0.0,,,Illinois American Water Comapny
25800,Illinois Capital,0.0,,,
25801,Illinois Gas Company,0.0,Illinois Gas Company,,
25802,Illinois Municipal Gas Agency,0.0,Illinois Municipal Gas Agency,,
25803,"Illinois-American Water Co, Peoria District, Water Quality",0.0,,,"Illinois-American Water Co, Peoria District, Water Quality"
25804,Imboden Water Department,0.0,,,Imboden Water Department
25805,Indiana Soft Water Service,0.0,,,Indiana Soft Water Service
25806,Industrial Gas Supply Corporation,0.0,Industrial Gas Supply Corporation,,
25807,Inlow Irrigation,0.0,,,Inlow Irrigation
25808,Inman Mills Water District,0.0,,,Inman Mills Water District
25809,Innovative Electrical Installation,0.0,,Innovative Electrical Installation,
25810,Innovative Networking Partners,0.0,,,
25811,Innovative Sales and Service,0.0,,,
25812,Innovative Water Systems,0.0,,,Innovative Water Systems
25813,Inovative Water Management,0.0,,,Inovative Water Management
25814,Institute for Sustainable Performance of Buildings Su-Per-B,0.0,,,
25815,Integrity Installations Direct Tv,0.0,,,
25816,Integry's Energy Services,0.0,,,
25817,Intelcom 10,0.0,,,
25818,Intelect Services,0.0,,,
25819,Inter-COUNTY Energy,0.0,,,
25820,International Gas & Power,0.0,International Gas & Power,,
25821,Inter-power Ahl Con Partners,0.0,,,
25822,Interreignal,0.0,,,
25823,Interstate Power & Light Company,0.0,,,
25824,Interstate Power Co Substation,0.0,,,
25825,Interstate Water Treatment Plant,0.0,,,Interstate Water Treatment Plant
25826,Inverness Township Sewer,0.0,,,Inverness Township Sewer
25827,Invest Tech Electrical,0.0,,Invest Tech Electrical,
25828,Iron Energy,0.0,,,
25829,Iron Mountain Gas Co Office,0.0,Iron Mountain Gas Co Office,,
25830,Iroquis Gas Transmission,0.0,Iroquis Gas Transmission,,
25831,Irrigation & Pump Specialties,0.0,,,Irrigation & Pump Specialties
25832,Irvington Water Department,0.0,,,Irvington Water Department
25833,Island Lake Water Department,0.0,,,Island Lake Water Department
25834,Isp USA,0.0,,,
25835,Issa & Assocaites,0.0,,,
25836,Its Telecommunications,0.0,,,
25837,J & K Sweeping Service,0.0,,,
25838,J K Lyman Trucking & Excavating,0.0,,,
25839,J V Johnson Tree Co.,0.0,,,
25840,Jack Weinberg,0.0,,,
25841,Jacob Delvalle,0.0,,,
25842,Jahn Water Service,0.0,,,Jahn Water Service
25843,"James Township Office-Hall, Water Department",0.0,,,"James Township Office-Hall, Water Department"
25844,James Twp Water Department,0.0,,,James Twp Water Department
25845,Jd Elctrc Co.,0.0,,,
25846,Jem Electricial Services,0.0,,Jem Electricial Services,
25847,Jem Gas Co.,0.0,Jem Gas Co.,,
25848,Jersey City Sewge Mni Utlts Authrty,0.0,,,
25849,Jessamine County Water,0.0,,,Jessamine County Water
25850,Jireh & Assoc,0.0,,,
25851,John Barker General Contr,0.0,,,
25852,John Meador Construction,0.0,,,
25853,Johnson County Rural Water Supply,0.0,,,Johnson County Rural Water Supply
25854,Johnson's Oil Co.,0.0,Johnson's Oil Co.,,
25855,Johnsons Sewer Service,0.0,,,Johnsons Sewer Service
25856,Johnstown City Water Department,0.0,,,Johnstown City Water Department
25857,Jolley Electric Of Mt Holly,0.0,,Jolley Electric Of Mt Holly,
25858,Jones Acres Water Co.,0.0,,,Jones Acres Water Co.
25859,Jones Charles d Co - Aurora Branch,0.0,,,
25860,Joshua Water Control District,0.0,,,Joshua Water Control District
